rental_id,rental_date,return_date,customer_lastname,store_id,rental_store_city,film_title,film_rental_duration,film_rental_rate,film_replacement_cost,film_rating
194,2005-05-26 06:52:33.000,2005-05-30 04:08:33.000,HERNANDEZ,1,Lethbridge,EXPENDABLE STALLION,3,0.99,14.99,PG
195,2005-05-26 06:52:36.000,2005-05-31 02:47:36.000,PFEIFFER,2,Woodridge,CALENDAR GUNFIGHT,4,4.99,22.99,NC-17
196,2005-05-26 06:55:58.000,2005-05-27 10:54:58.000,RUIZ,1,Lethbridge,ATLANTIS CAUSE,6,2.99,15.99,G
197,2005-05-26 06:59:21.000,2005-06-03 05:04:21.000,KNOTT,2,Woodridge,TRUMAN CRAZY,7,4.99,9.99,G
198,2005-05-26 07:03:49.000,2005-06-04 11:45:49.000,ROGERS,2,Woodridge,GUNFIGHT MOON,5,0.99,16.99,NC-17
199,2005-05-26 07:11:58.000,2005-05-28 09:06:58.000,JAMES,1,Lethbridge,INSIDER ARIZONA,5,2.99,17.99,NC-17
200,2005-05-26 07:12:21.000,2005-05-31 12:07:21.000,SCHULER,2,Woodridge,STREETCAR INTENTIONS,5,4.99,11.99,R
201,2005-05-26 07:13:45.000,2005-06-04 02:02:45.000,HIDALGO,2,Woodridge,COMFORTS RUSH,3,2.99,19.99,NC-17
202,2005-05-26 07:27:36.000,2005-06-02 03:52:36.000,ROBINSON,1,Lethbridge,CHOCOLAT HARRY,5,0.99,16.99,NC-17
203,2005-05-26 07:27:57.000,2005-06-03 12:52:57.000,WEST,2,Woodridge,ROLLERCOASTER BRINGING,5,2.99,13.99,PG-13
204,2005-05-26 07:30:37.000,2005-05-30 08:11:37.000,HERZOG,1,Lethbridge,HAROLD FRENCH,6,0.99,10.99,NC-17
205,2005-05-26 07:59:37.000,2005-05-29 09:43:37.000,ELLIS,2,Woodridge,BETRAYED REAR,5,4.99,26.99,NC-17
206,2005-05-26 08:01:54.000,2005-05-27 06:26:54.000,ARTIS,2,Woodridge,GRAFFITI LOVE,3,0.99,29.99,PG
207,2005-05-26 08:04:38.000,2005-05-27 09:32:38.000,PARKER,1,Lethbridge,AMERICAN CIRCUS,3,4.99,17.99,R
208,2005-05-26 08:10:22.000,2005-05-27 03:55:22.000,JENNINGS,1,Lethbridge,SLACKER LIAISONS,7,4.99,29.99,R
209,2005-05-26 08:14:01.000,2005-05-27 09:00:01.000,COUGHLIN,2,Woodridge,CLOSER BANG,5,4.99,12.99,R
210,2005-05-26 08:14:15.000,2005-05-27 12:12:15.000,GAMEZ,2,Woodridge,HALF OUTFIELD,6,2.99,25.99,PG-13
211,2005-05-26 08:33:10.000,2005-05-28 14:09:10.000,ARNOLD,2,Woodridge,SWEET BROTHERHOOD,3,2.99,27.99,R
212,2005-05-26 08:34:41.000,2005-05-30 12:46:41.000,MURPHY,1,Lethbridge,COMA HEAD,6,4.99,10.99,NC-17
213,2005-05-26 08:44:08.000,2005-05-31 12:33:08.000,BROTHERS,2,Woodridge,FORREST SONS,4,2.99,15.99,R
214,2005-05-26 08:48:49.000,2005-05-31 04:06:49.000,GRIFFIN,1,Lethbridge,FISH OPUS,4,2.99,22.99,R
215,2005-05-26 09:02:47.000,2005-05-28 09:45:47.000,PETERS,1,Lethbridge,CHRISTMAS MOONSHINE,7,0.99,21.99,NC-17
216,2005-05-26 09:17:43.000,2005-06-03 08:21:43.000,BUTLER,1,Lethbridge,FEATHERS METAL,3,0.99,12.99,PG-13
217,2005-05-26 09:24:26.000,2005-05-31 03:24:26.000,GOMEZ,1,Lethbridge,WASH HEAVENLY,7,4.99,22.99,R
218,2005-05-26 09:27:09.000,2005-06-04 11:53:09.000,GRECO,2,Woodridge,KICK SAVANNAH,3,0.99,10.99,PG-13
219,2005-05-26 09:41:45.000,2005-05-28 04:40:45.000,MEADOR,2,Woodridge,PHILADELPHIA WIFE,7,4.99,16.99,PG-13
220,2005-05-26 10:06:49.000,2005-06-01 07:43:49.000,TIRADO,1,Lethbridge,ELIZABETH SHANE,7,4.99,11.99,NC-17
221,2005-05-26 10:14:09.000,2005-05-29 05:57:09.000,GORDON,1,Lethbridge,SHANE DARKNESS,5,2.99,22.99,PG
222,2005-05-26 10:14:38.000,2005-05-31 08:36:38.000,JENKINS,2,Woodridge,MOURNING PURPLE,5,0.99,14.99,PG
223,2005-05-26 10:15:23.000,2005-05-30 11:43:23.000,BOSTIC,1,Lethbridge,PLUTO OLEANDER,5,4.99,9.99,R
224,2005-05-26 10:18:27.000,2005-06-04 06:59:27.000,WYMAN,1,Lethbridge,VAMPIRE WHALE,4,4.99,11.99,NC-17
225,2005-05-26 10:27:50.000,2005-06-01 07:01:50.000,DELOACH,1,Lethbridge,CHICAGO NORTH,6,4.99,11.99,PG-13
226,2005-05-26 10:44:04.000,2005-05-31 13:26:04.000,MORRISON,1,Lethbridge,TRIP NEWTON,7,4.99,14.99,PG-13
227,2005-05-26 10:51:46.000,2005-05-30 07:24:46.000,BAUGHMAN,2,Woodridge,BACKLASH UNDEFEATED,3,4.99,24.99,PG-13
228,2005-05-26 10:54:28.000,2005-06-04 09:39:28.000,CHISHOLM,2,Woodridge,CALIFORNIA BIRDS,4,4.99,19.99,NC-17
229,2005-05-26 11:19:20.000,2005-05-31 11:56:20.000,RINEHART,1,Lethbridge,DRAGONFLY STRANGERS,6,4.99,19.99,NC-17
230,2005-05-26 11:31:50.000,2005-05-30 15:22:50.000,BELL,1,Lethbridge,DOOM DANCING,4,0.99,13.99,R
231,2005-05-26 11:31:59.000,2005-05-27 07:27:59.000,SCHWARZ,2,Woodridge,TEEN APOLLO,3,4.99,25.99,G
232,2005-05-26 11:38:05.000,2005-05-27 08:42:05.000,HOLLAND,2,Woodridge,OUTBREAK DIVINE,6,0.99,12.99,NC-17
233,2005-05-26 11:43:44.000,2005-05-28 17:28:44.000,WAUGH,2,Woodridge,CLERKS ANGELS,3,4.99,15.99,G
234,2005-05-26 11:47:20.000,2005-06-03 10:39:20.000,MENA,1,Lethbridge,EXCITEMENT EVE,3,0.99,20.99,G
235,2005-05-26 11:51:09.000,2005-06-04 09:36:09.000,MARSHALL,2,Woodridge,SEABISCUIT PUNK,6,2.99,28.99,NC-17
236,2005-05-26 11:53:49.000,2005-05-28 13:55:49.000,CULP,2,Woodridge,EMPIRE MALKOVICH,7,0.99,26.99,G
237,2005-05-26 12:15:13.000,2005-05-29 18:10:13.000,CHURCHILL,2,Woodridge,BANGER PINOCCHIO,5,0.99,15.99,R
238,2005-05-26 12:30:22.000,2005-05-27 06:49:22.000,MONTGOMERY,1,Lethbridge,CALENDAR GUNFIGHT,4,4.99,22.99,NC-17
239,2005-05-26 12:30:26.000,2005-06-01 13:26:26.000,EDWARDS,1,Lethbridge,ANNIE IDENTITY,3,0.99,15.99,G
240,2005-05-26 12:40:23.000,2005-06-04 07:22:23.000,HAMILTON,1,Lethbridge,RULES HUMAN,6,4.99,19.99,R
241,2005-05-26 12:49:01.000,2005-05-28 11:43:01.000,DAY,2,Woodridge,WESTWARD SEABISCUIT,7,0.99,11.99,NC-17
242,2005-05-26 13:05:08.000,2005-06-02 15:26:08.000,JOHNSTON,1,Lethbridge,IMPACT ALADDIN,6,0.99,20.99,PG-13
243,2005-05-26 13:06:05.000,2005-06-03 17:28:05.000,PEMBERTON,1,Lethbridge,GRAIL FRANKENSTEIN,4,2.99,17.99,NC-17
244,2005-05-26 13:40:40.000,2005-05-31 11:58:40.000,DOUGLAS,2,Woodridge,DIRTY ACE,7,2.99,29.99,NC-17
245,2005-05-26 13:46:59.000,2005-05-27 09:58:59.000,STONE,1,Lethbridge,PEAK FOREVER,7,4.99,25.99,PG
246,2005-05-26 13:57:07.000,2005-05-29 10:12:07.000,WELCH,1,Lethbridge,NETWORK PEAK,5,2.99,23.99,PG-13
247,2005-05-26 14:01:05.000,2005-05-28 13:38:05.000,FORD,1,Lethbridge,TITANIC BOONDOCK,3,4.99,18.99,R
248,2005-05-26 14:07:58.000,2005-05-31 14:03:58.000,NOLAND,2,Woodridge,HIGHBALL POTTER,6,0.99,10.99,R
249,2005-05-26 14:19:09.000,2005-05-28 17:47:09.000,ROBINS,1,Lethbridge,LORD ARIZONA,5,2.99,27.99,PG-13
250,2005-05-26 14:30:24.000,2005-05-27 08:50:24.000,BOLIN,1,Lethbridge,BLINDNESS GUN,6,4.99,29.99,PG-13
251,2005-05-26 14:35:40.000,2005-05-29 17:17:40.000,SCHMIDT,2,Woodridge,VOICE PEACH,6,0.99,22.99,PG-13
252,2005-05-26 14:39:53.000,2005-06-02 14:48:53.000,RILEY,1,Lethbridge,EAGLES PANKY,4,4.99,14.99,NC-17
253,2005-05-26 14:43:14.000,2005-05-27 12:21:14.000,PINSON,2,Woodridge,PACIFIC AMISTAD,3,0.99,27.99,G
254,2005-05-26 14:43:48.000,2005-05-31 09:19:48.000,HEATON,2,Woodridge,HANOVER GALAXY,5,4.99,21.99,NC-17
255,2005-05-26 14:52:15.000,2005-05-27 12:45:15.000,ELLIS,1,Lethbridge,RECORDS ZORRO,7,4.99,11.99,PG
256,2005-05-26 15:20:58.000,2005-05-31 15:58:58.000,QUIGLEY,1,Lethbridge,PULP BEVERLY,4,2.99,12.99,G
257,2005-05-26 15:27:05.000,2005-05-29 16:25:05.000,LEONE,1,Lethbridge,MASSACRE USUAL,6,4.99,16.99,R
258,2005-05-26 15:28:14.000,2005-05-30 18:38:14.000,CORNWELL,1,Lethbridge,SEABISCUIT PUNK,6,2.99,28.99,NC-17
259,2005-05-26 15:32:46.000,2005-06-04 15:27:46.000,CRAWLEY,2,Woodridge,AGENT TRUMAN,3,2.99,17.99,PG
260,2005-05-26 15:42:20.000,2005-05-31 13:21:20.000,CLARK,1,Lethbridge,BREAKING HOME,4,2.99,21.99,PG-13
261,2005-05-26 15:44:23.000,2005-06-02 09:47:23.000,RALSTON,2,Woodridge,FAMILY SWEET,4,0.99,24.99,R
262,2005-05-26 15:46:56.000,2005-05-28 15:49:56.000,DEAN,1,Lethbridge,UPRISING UPTOWN,6,2.99,16.99,NC-17
263,2005-05-26 15:47:40.000,2005-05-30 10:07:40.000,AQUINO,2,Woodridge,DROP WATERFRONT,6,4.99,20.99,R
264,2005-05-26 16:00:49.000,2005-05-27 10:12:49.000,BREWER,2,Woodridge,IDENTITY LOVER,4,2.99,12.99,PG-13
265,2005-05-26 16:07:38.000,2005-06-01 14:20:38.000,SATTERFIELD,1,Lethbridge,JUNGLE CLOSER,6,0.99,11.99,NC-17
266,2005-05-26 16:08:05.000,2005-05-27 10:55:05.000,HOPKINS,2,Woodridge,RESURRECTION SILVERADO,6,0.99,12.99,PG
267,2005-05-26 16:16:21.000,2005-05-30 16:53:21.000,ESTEP,2,Woodridge,EARLY HOME,6,4.99,27.99,NC-17
268,2005-05-26 16:19:08.000,2005-05-27 14:35:08.000,SANDERS,1,Lethbridge,GRAFFITI LOVE,3,0.99,29.99,PG
269,2005-05-26 16:19:46.000,2005-05-27 15:59:46.000,MORRISSEY,1,Lethbridge,SCALAWAG DUCK,6,4.99,13.99,NC-17
270,2005-05-26 16:20:56.000,2005-06-03 12:40:56.000,LAWSON,2,Woodridge,AUTUMN CROW,3,4.99,13.99,G
271,2005-05-26 16:22:01.000,2005-06-03 17:30:01.000,SIMMONS,1,Lethbridge,LIES TREATMENT,7,4.99,28.99,NC-17
272,2005-05-26 16:27:11.000,2005-06-03 13:10:11.000,JAMES,2,Woodridge,DAY UNFAITHFUL,3,4.99,16.99,G
273,2005-05-26 16:29:36.000,2005-05-29 18:49:36.000,ELLIOTT,1,Lethbridge,GANGS PRIDE,4,2.99,27.99,PG-13
274,2005-05-26 16:48:51.000,2005-06-03 18:17:51.000,TROUT,1,Lethbridge,CHICKEN HELLFIGHTERS,3,0.99,24.99,PG
275,2005-05-26 17:09:53.000,2005-06-04 22:35:53.000,HENRY,2,Woodridge,GRAFFITI LOVE,3,0.99,29.99,PG
276,2005-05-26 17:16:07.000,2005-06-03 12:59:07.000,BELL,1,Lethbridge,EASY GLADIATOR,5,4.99,12.99,G
277,2005-05-26 17:32:11.000,2005-05-28 22:54:11.000,PHILLIPS,2,Woodridge,FERRIS MOTHER,3,2.99,13.99,PG
278,2005-05-26 17:40:58.000,2005-06-02 16:43:58.000,JOHNSTON,2,Woodridge,ARMY FLINTSTONES,4,0.99,22.99,R
279,2005-05-26 18:02:50.000,2005-06-03 18:48:50.000,STEPP,1,Lethbridge,CHILL LUCK,6,0.99,17.99,PG
280,2005-05-26 18:36:58.000,2005-05-27 23:42:58.000,PIERCE,1,Lethbridge,HEDWIG ALTER,7,2.99,16.99,NC-17
281,2005-05-26 18:49:35.000,2005-05-27 18:11:35.000,VANHORN,1,Lethbridge,EARRING INSTINCT,3,0.99,22.99,R
282,2005-05-26 18:56:26.000,2005-06-01 16:32:26.000,CASTRO,1,Lethbridge,WIZARD COLDBLOODED,4,4.99,12.99,PG
283,2005-05-26 19:05:05.000,2005-05-31 19:19:05.000,FRAZIER,2,Woodridge,SEA VIRGIN,4,2.99,24.99,PG
284,2005-05-26 19:21:44.000,2005-06-04 14:18:44.000,MARKHAM,2,Woodridge,BIRDS PERDITION,5,4.99,15.99,G
285,2005-05-26 19:41:40.000,2005-05-31 16:58:40.000,HUDSON,1,Lethbridge,MADNESS ATTACKS,4,0.99,14.99,PG-13
286,2005-05-26 19:44:51.000,2005-06-04 18:00:51.000,POULIN,2,Woodridge,BIKINI BORROWERS,7,4.99,26.99,NC-17
287,2005-05-26 19:44:54.000,2005-06-02 01:10:54.000,THOMPSON,2,Woodridge,SHREK LICENSE,7,2.99,15.99,PG-13
288,2005-05-26 19:47:49.000,2005-06-03 20:53:49.000,COLEMAN,2,Woodridge,SEATTLE EXPECATIONS,4,4.99,18.99,PG-13
289,2005-05-26 20:01:09.000,2005-05-28 15:09:09.000,HENDERSON,2,Woodridge,LOUISIANA HARRY,5,0.99,18.99,PG-13
290,2005-05-26 20:08:33.000,2005-05-30 00:32:33.000,ISBELL,2,Woodridge,MUSCLE BRIGHT,7,2.99,23.99,G
291,2005-05-26 20:20:47.000,2005-06-03 02:06:47.000,MALCOLM,1,Lethbridge,BUTTERFLY CHOCOLAT,3,0.99,17.99,G
292,2005-05-26 20:22:12.000,2005-06-05 00:58:12.000,RAPP,1,Lethbridge,UPRISING UPTOWN,6,2.99,16.99,NC-17
293,2005-05-26 20:27:02.000,2005-06-03 16:45:02.000,STONE,1,Lethbridge,HANKY OCTOBER,5,2.99,26.99,NC-17
294,2005-05-26 20:29:57.000,2005-05-28 17:20:57.000,WHEAT,1,Lethbridge,MOVIE SHAKESPEARE,6,4.99,27.99,PG
295,2005-05-26 20:33:20.000,2005-05-27 18:23:20.000,HOWARD,2,Woodridge,TEEN APOLLO,3,4.99,25.99,G
296,2005-05-26 20:35:19.000,2005-06-04 02:31:19.000,CARY,1,Lethbridge,STONE FIRE,3,0.99,19.99,G
297,2005-05-26 20:48:48.000,2005-05-27 19:52:48.000,EVANS,2,Woodridge,GANGS PRIDE,4,2.99,27.99,PG-13
298,2005-05-26 20:52:26.000,2005-05-29 22:08:26.000,BOSTIC,1,Lethbridge,DONNIE ALLEY,4,0.99,20.99,NC-17
299,2005-05-26 20:55:36.000,2005-05-28 00:25:36.000,BETANCOURT,1,Lethbridge,WANDA CHAMBER,7,4.99,23.99,PG-13
300,2005-05-26 20:57:00.000,2005-06-05 01:34:00.000,PARKER,1,Lethbridge,BAREFOOT MANCHURIAN,6,2.99,15.99,G
301,2005-05-26 21:06:14.000,2005-06-01 01:54:14.000,JENNINGS,2,Woodridge,SADDLE ANTITRUST,7,2.99,10.99,PG-13
302,2005-05-26 21:13:46.000,2005-06-03 15:49:46.000,SCHILLING,2,Woodridge,ORANGE GRAPES,4,0.99,21.99,PG-13
303,2005-05-26 21:16:52.000,2005-05-27 23:41:52.000,FORSYTHE,2,Woodridge,DOUBTFIRE LABYRINTH,5,4.99,16.99,R
304,2005-05-26 21:21:28.000,2005-06-02 00:05:28.000,JUNG,2,Woodridge,GORGEOUS BINGO,4,2.99,26.99,R
305,2005-05-26 21:22:07.000,2005-06-02 22:33:07.000,KENYON,2,Woodridge,MOB DUFFEL,4,0.99,25.99,G
306,2005-05-26 21:31:57.000,2005-05-28 19:37:57.000,EMMONS,2,Woodridge,MUSIC BOONDOCK,7,0.99,17.99,R
307,2005-05-26 21:48:13.000,2005-06-04 22:24:13.000,SELBY,1,Lethbridge,DORADO NOTTING,5,4.99,26.99,NC-17
308,2005-05-26 22:01:39.000,2005-06-04 20:24:39.000,JIMENEZ,2,Woodridge,ARTIST COLDBLOODED,5,2.99,10.99,NC-17
309,2005-05-26 22:38:10.000,2005-06-02 03:10:10.000,BREWER,1,Lethbridge,HOLOCAUST HIGHBALL,6,0.99,12.99,R
310,2005-05-26 22:41:07.000,2005-06-02 04:09:07.000,MOELLER,2,Woodridge,CAUSE DATE,3,2.99,16.99,R
311,2005-05-26 22:51:37.000,2005-06-01 00:02:37.000,FIELDS,1,Lethbridge,NETWORK PEAK,5,2.99,23.99,PG-13
312,2005-05-26 22:52:19.000,2005-06-02 18:14:19.000,GORDON,2,Woodridge,HOUSE DYNAMITE,7,2.99,13.99,R
313,2005-05-26 22:56:19.000,2005-05-29 01:29:19.000,HIATT,2,Woodridge,TRADING PINOCCHIO,6,4.99,22.99,PG
314,2005-05-26 23:09:41.000,2005-05-28 22:49:41.000,RYAN,1,Lethbridge,NONE SPIKING,3,0.99,18.99,NC-17
315,2005-05-26 23:12:55.000,2005-05-29 23:33:55.000,GARRETT,2,Woodridge,NIGHTMARE CHILL,3,4.99,25.99,PG
316,2005-05-26 23:22:55.000,2005-05-29 23:25:55.000,MEDINA,2,Woodridge,STAGECOACH ARMAGEDDON,5,4.99,25.99,R
317,2005-05-26 23:23:56.000,2005-06-01 19:56:56.000,GAMEZ,1,Lethbridge,AGENT TRUMAN,3,2.99,17.99,PG
318,2005-05-26 23:37:39.000,2005-06-03 04:31:39.000,BAILEY,1,Lethbridge,MASK PEACH,6,2.99,26.99,NC-17
319,2005-05-26 23:52:13.000,2005-05-30 18:55:13.000,BENNETT,1,Lethbridge,PATRIOT ROMAN,6,2.99,12.99,PG
320,2005-05-27 00:09:24.000,2005-05-28 04:30:24.000,JOHNSON,1,Lethbridge,DOORS PRESIDENT,3,4.99,22.99,NC-17
322,2005-05-27 00:47:35.000,2005-06-02 00:32:35.000,WREN,1,Lethbridge,WYOMING STORM,6,4.99,29.99,PG-13
323,2005-05-27 00:49:27.000,2005-05-30 03:12:27.000,SHAW,2,Woodridge,LEBOWSKI SOLDIERS,6,2.99,17.99,PG-13
324,2005-05-27 01:00:04.000,2005-05-30 04:27:04.000,LAMBERT,2,Woodridge,ROCKETEER MOTHER,3,0.99,27.99,PG-13
325,2005-05-27 01:09:55.000,2005-05-31 07:01:55.000,AQUINO,2,Woodridge,MAIDEN HOME,3,4.99,9.99,PG
326,2005-05-27 01:10:11.000,2005-06-04 20:25:11.000,BURK,1,Lethbridge,SUPER WYOMING,5,4.99,10.99,PG
327,2005-05-27 01:18:57.000,2005-06-04 04:06:57.000,SULLIVAN,2,Woodridge,MODEL FISH,4,4.99,11.99,NC-17
328,2005-05-27 01:29:31.000,2005-06-01 02:27:31.000,REA,2,Woodridge,MALKOVICH PET,6,2.99,22.99,G
329,2005-05-27 01:57:14.000,2005-05-31 04:19:14.000,JACOBS,2,Woodridge,MISSION ZOOLANDER,3,4.99,26.99,PG-13
330,2005-05-27 02:15:30.000,2005-06-04 05:09:30.000,BOWMAN,1,Lethbridge,FRENCH HOLIDAY,5,4.99,22.99,PG
331,2005-05-27 02:22:26.000,2005-06-05 00:25:26.000,TORRES,2,Woodridge,HEAD STRANGER,4,4.99,28.99,R
332,2005-05-27 02:27:10.000,2005-06-03 01:26:10.000,GANNON,2,Woodridge,FREDDY STORM,6,4.99,21.99,NC-17
333,2005-05-27 02:52:21.000,2005-06-01 00:55:21.000,BUTTERFIELD,2,Woodridge,SWEDEN SHINING,6,4.99,19.99,PG
334,2005-05-27 03:03:07.000,2005-05-29 03:54:07.000,CHAVEZ,2,Woodridge,SUNRISE LEAGUE,3,4.99,19.99,PG-13
335,2005-05-27 03:07:10.000,2005-06-05 00:15:10.000,MARTIN,1,Lethbridge,FEUD FROGMEN,6,0.99,29.99,R
336,2005-05-27 03:15:23.000,2005-05-29 22:43:23.000,BARNETT,1,Lethbridge,HALLOWEEN NUTS,6,2.99,19.99,PG-13
337,2005-05-27 03:22:30.000,2005-06-02 03:27:30.000,MARTINEZ,2,Woodridge,COAST RAINBOW,4,0.99,20.99,PG
338,2005-05-27 03:42:52.000,2005-06-01 05:23:52.000,STEPHENS,2,Woodridge,MERMAID INSECTS,5,4.99,20.99,NC-17
339,2005-05-27 03:47:18.000,2005-06-04 05:46:18.000,NOE,2,Woodridge,LOCK REAR,7,2.99,10.99,R
340,2005-05-27 03:55:25.000,2005-06-04 07:57:25.000,CHAPMAN,2,Woodridge,DARKO DORADO,3,4.99,13.99,NC-17
341,2005-05-27 04:01:42.000,2005-06-05 08:51:42.000,COOK,2,Woodridge,TRAMP OTHERS,4,0.99,27.99,PG
342,2005-05-27 04:11:04.000,2005-05-29 01:28:04.000,BOLIN,2,Woodridge,TALENTED HOMICIDE,6,0.99,9.99,PG
343,2005-05-27 04:13:41.000,2005-05-28 08:34:41.000,WILES,1,Lethbridge,RESURRECTION SILVERADO,6,0.99,12.99,PG
344,2005-05-27 04:30:22.000,2005-05-29 10:13:22.000,DEAN,2,Woodridge,LABYRINTH LEAGUE,6,2.99,24.99,PG-13
345,2005-05-27 04:32:25.000,2005-05-31 09:50:25.000,SHAW,2,Woodridge,FATAL HAUNTED,6,2.99,24.99,PG
346,2005-05-27 04:34:41.000,2005-06-05 04:24:41.000,WHITE,1,Lethbridge,VIDEOTAPE ARSENIC,4,4.99,10.99,NC-17
347,2005-05-27 04:40:33.000,2005-05-28 09:56:33.000,CULPEPPER,2,Woodridge,GHOSTBUSTERS ELF,7,0.99,18.99,R
348,2005-05-27 04:50:56.000,2005-06-01 04:43:56.000,OLIVARES,2,Woodridge,HANGING DEEP,5,4.99,18.99,G
349,2005-05-27 04:53:11.000,2005-05-28 06:33:11.000,ADAMS,2,Woodridge,ORANGE GRAPES,4,0.99,21.99,PG-13
350,2005-05-27 05:01:28.000,2005-06-04 05:01:28.000,MOORE,2,Woodridge,MULAN MOON,4,0.99,10.99,G
351,2005-05-27 05:39:03.000,2005-06-01 11:10:03.000,CRUZ,2,Woodridge,ROCKY WAR,4,4.99,17.99,PG-13
352,2005-05-27 05:48:19.000,2005-05-29 09:05:19.000,ROSE,1,Lethbridge,WAIT CIDER,3,0.99,9.99,PG-13
353,2005-05-27 06:03:39.000,2005-06-03 04:39:39.000,BARCLAY,2,Woodridge,SUSPECTS QUILLS,4,2.99,22.99,PG
354,2005-05-27 06:12:26.000,2005-06-01 06:48:26.000,MILNER,1,Lethbridge,ICE CROSSING,5,2.99,28.99,R
355,2005-05-27 06:15:33.000,2005-06-01 02:50:33.000,CULP,1,Lethbridge,ANTHEM LUKE,5,4.99,16.99,PG-13
356,2005-05-27 06:32:30.000,2005-05-30 06:24:30.000,BARKLEY,2,Woodridge,NORTHWEST POLISH,5,2.99,24.99,PG
357,2005-05-27 06:37:15.000,2005-05-30 07:04:15.000,KELLEY,1,Lethbridge,WEDDING APOLLO,3,0.99,14.99,PG
358,2005-05-27 06:43:59.000,2005-05-29 11:28:59.000,FORD,1,Lethbridge,HOBBIT ALIEN,5,0.99,27.99,PG-13
359,2005-05-27 06:48:33.000,2005-05-29 03:55:33.000,MILLS,1,Lethbridge,DRIVING POLISH,6,4.99,21.99,NC-17
360,2005-05-27 06:51:14.000,2005-06-03 01:58:14.000,HIATT,2,Woodridge,SATURDAY LAMBS,3,4.99,28.99,G
361,2005-05-27 07:03:28.000,2005-05-31 08:01:28.000,STANFIELD,2,Woodridge,ACADEMY DINOSAUR,6,0.99,20.99,PG
362,2005-05-27 07:10:25.000,2005-06-01 08:34:25.000,ROBERTSON,2,Woodridge,KWAI HOMEWARD,5,0.99,25.99,PG-13
363,2005-05-27 07:14:00.000,2005-05-28 12:22:00.000,ARTIS,1,Lethbridge,VALLEY PACKER,3,0.99,21.99,G
364,2005-05-27 07:20:12.000,2005-05-31 10:44:12.000,HOULE,1,Lethbridge,CONTROL ANTHEM,7,4.99,9.99,G
365,2005-05-27 07:31:20.000,2005-06-04 04:46:20.000,PIERCE,2,Woodridge,ODDS BOOGIE,6,0.99,14.99,NC-17
366,2005-05-27 07:33:54.000,2005-06-04 01:55:54.000,BOYD,1,Lethbridge,BLADE POLISH,5,0.99,10.99,PG-13
367,2005-05-27 07:37:02.000,2005-05-30 05:43:02.000,FENNELL,2,Woodridge,RUSH GOODFELLAS,3,0.99,20.99,PG
368,2005-05-27 07:42:29.000,2005-06-04 11:20:29.000,LAWTON,2,Woodridge,EGYPT TENENBAUMS,3,0.99,11.99,PG
369,2005-05-27 07:46:49.000,2005-06-01 06:20:49.000,HOWLAND,1,Lethbridge,DARKNESS WAR,6,2.99,24.99,NC-17
370,2005-05-27 07:49:43.000,2005-06-05 06:39:43.000,RODRIGUEZ,2,Woodridge,ROBBERS JOON,7,2.99,26.99,PG-13
371,2005-05-27 08:08:18.000,2005-06-05 03:05:18.000,BATES,2,Woodridge,EFFECT GLADIATOR,6,0.99,14.99,PG
372,2005-05-27 08:13:58.000,2005-06-04 03:50:58.000,EASTER,1,Lethbridge,TIMBERLAND SKY,3,0.99,13.99,G
373,2005-05-27 08:16:25.000,2005-06-01 11:41:25.000,KENYON,1,Lethbridge,GLASS DYING,4,0.99,24.99,G
374,2005-05-27 08:26:30.000,2005-06-05 07:13:30.000,JORDON,2,Woodridge,WEDDING APOLLO,3,0.99,14.99,PG
375,2005-05-27 08:49:21.000,2005-06-04 14:11:21.000,KOWALSKI,1,Lethbridge,HAMLET WISDOM,7,2.99,21.99,R
376,2005-05-27 08:58:15.000,2005-06-02 04:48:15.000,TIRADO,2,Woodridge,PULP BEVERLY,4,2.99,12.99,G
377,2005-05-27 09:04:05.000,2005-06-02 03:36:05.000,ARNOLD,1,Lethbridge,PAST SUICIDES,5,4.99,17.99,PG-13
378,2005-05-27 09:23:22.000,2005-05-29 15:20:22.000,MORRIS,2,Woodridge,JERK PAYCHECK,3,2.99,13.99,NC-17
379,2005-05-27 09:25:32.000,2005-06-02 06:19:32.000,TEEL,2,Woodridge,SALUTE APOLLO,4,2.99,29.99,R
380,2005-05-27 09:34:39.000,2005-06-04 11:45:39.000,CARROLL,2,Woodridge,GROUNDHOG UNCUT,6,4.99,26.99,PG-13
381,2005-05-27 09:43:25.000,2005-05-31 12:00:25.000,POULIN,1,Lethbridge,MOVIE SHAKESPEARE,6,4.99,27.99,PG
382,2005-05-27 10:12:00.000,2005-05-31 15:03:00.000,ANDREWS,2,Woodridge,VOLCANO TEXAS,6,0.99,27.99,NC-17
383,2005-05-27 10:12:20.000,2005-06-03 10:37:20.000,PENA,1,Lethbridge,DATE SPEED,4,0.99,19.99,R
384,2005-05-27 10:18:20.000,2005-06-02 09:21:20.000,POULIN,1,Lethbridge,DADDY PITTSBURGH,5,4.99,26.99,G
385,2005-05-27 10:23:25.000,2005-05-30 15:27:25.000,WILLIAMSON,1,Lethbridge,FURY MURDER,3,0.99,28.99,PG-13
386,2005-05-27 10:26:31.000,2005-05-30 08:32:31.000,WEST,1,Lethbridge,ENGLISH BULWORTH,3,0.99,18.99,PG-13
387,2005-05-27 10:35:27.000,2005-06-01 13:37:27.000,SEWARD,2,Woodridge,MODERN DORADO,3,0.99,20.99,PG
388,2005-05-27 10:37:27.000,2005-05-30 05:45:27.000,YOUNG,1,Lethbridge,BREAKING HOME,4,2.99,21.99,PG-13
